year,d14c,sig_d14c
746,-18.4,1.7
745,-17.3,1.8
745,-14.7,1.8
745,-14.5,1.8
744,-14.3,1.8
743,-15.1,1.8
742,-15.5,1.8
741,-13.3,2.5
741,-13.4,1.7
741,-11.0,1.8
740,-11.7,1.8
740,-13.3,2.1
739,-10.2,1.8
739,-8.6,2.7
738,-8.0,1.9
738,-12.2,2.0
737,-9.2,1.9
737,-8.3,2.2
736,-9.0,1.9
735,-9.8,1.8
735,-10.2,1.8
734,-10.0,1.8
734,-10.3,1.8
733,-8.0,1.9
732,-8.9,1.9
732,-12.4,2.1
731,-6.8,1.9
731,-9.0,2.0
730,-4.4,1.9
730,-11.2,2.0
730,-8.0,2.2
729,-8.1,2.2
729,-9.5,1.7
728,-10.5,2.1
728,-12.3,1.8
727,-9.1,1.9
727,-10.7,2.1
726,-9.7,1.8
726,-12.2,1.8
725,-9.9,1.8
725,-9.6,1.7
724,-6.3,1.9
724,-8.6,1.7
723,-10.7,1.8
723,-8.6,1.7
722,-8.3,2.0
722,-14.2,2.0
722,-5.4,2.1
722,-4.6,2.0
721,-3.4,1.9
721,-6.3,1.7
-701,16.7,2.2
-751,15.1,2.4
-752,14.4,2.3
-753,14.4,2.1
-754,13.9,2.3
-755,15.0,2.1
-756,17.5,2.3
-757,14.7,2.3
-758,12.8,2.3
-759,13.2,2.1
-759,14.7,1.6
-760,11.6,2.1
-760,13.6,1.9
-761,13.8,2.5
-762,14.3,2.1
-763,15.0,2.3
-764,14.6,2.3
-765,14.3,2.1
-766,14.7,2.3
-767,16.3,2.3
-769,12.4,2.0
-770,13.4,1.6
-771,13.0,1.6
-772,15.3,1.6
-773,14.0,1.6
-774,4.6,1.6
-774,12.8,1.9
-775,14.7,1.6
-776,12.1,1.6
-777,12.9,1.6
-778,9.7,1.6
-779,12.8,1.6
-780,-0.6,1.7
-780,11.5,2.6
-781,12.9,1.6
-782,12.2,1.6
-783,12.2,1.9
-784,13.1,1.6
-785,13.4,1.6
-785,13.4,2.5
-786,15.0,1.6
-786,8.5,1.5
-786,12.9,2.0
-787,10.1,1.6
-787,13.1,2.0
-788,9.3,1.6
-790,8.9,2.6
-791,12.1,2.4
-791,11.0,1.9
-792,8.7,2.3
-793,7.2,2.3
-794,6.2,2.4
-795,8.7,2.4
-796,3.2,2.2
-796,5.4,1.5
-796,8.6,1.9
-797,8.8,2.3
-798,5.2,2.3
-799,5.2,2.3
-800,7.2,2.3
-801,4.9,2.3
-802,7.2,2.4
-803,6.3,2.8
-804,4.9,2.5
-805,4.3,2.4
-805,3.1,1.5
-806,5.5,2.4
-806,4.1,1.5
-807,4.8,2.4
-807,0.8,1.5
-808,5.3,2.8
-808,3.6,1.7
-809,2.1,1.5
-810,0.9,1.5
-811,1.5,1.5
-812,-0.4,1.6
-813,2.1,1.5
-814,4.5,1.6
-815,1.0,1.5
-816,0.9,1.7
-817,-1.6,1.5
-818,-0.8,1.7
-819,0.2,1.6
-820,-2.0,2.9
-820,1.8,1.5
-821,1.0,1.5
-822,-0.4,1.5
-823,0.1,2.6
-823,1.6,1.5
-824,-0.2,1.6
-825,0.3,1.5
-826,-2.2,1.5
-827,-0.7,1.6
-828,-2.3,1.7
-828,2.7,2.0
-829,-2.8,1.5
-829,1.1,1.9
-830,-3.2,1.5
-830,2.8,2.0
-831,-3.8,2.0
-832,-3.1,2.0
-833,-1.1,2.0
-834,-3.2,1.9
-835,-2.2,1.9
-836,-1.5,1.9
-837,-2.3,1.5
-837,-5.2,1.9
-838,-2.0,1.5
-838,-6.5,2.1
-839,-2.2,2.0
-840,-3.2,1.9
-841,-4.7,2.0
-842,-2.1,2.0
-843,-4.6,2.4
-844,0.0,1.9
-845,-2.0,1.9
-846,-4.0,1.7
-847,-4.0,2.0
-848,-4.0,1.9
-849,-1.9,1.9
-850,0.1,2.0
-851,-2.9,1.9
-852,-3.5,1.9
-853,-1.5,2.2
-854,-1.5,2.6
-854,-1.8,1.5
-855,-2.1,2.6
-625,-1.6,1.9
-626,-2.5,1.6
-627,0.1,1.6
-628,2.1,2.4
-629,1.9,1.4
-630,1.5,1.6
-631,0.5,2.1
-632,-0.9,2.1
-633,1.1,1.7
-633,2.4,1.6
-634,4.9,1.5
-635,3.6,2.1
-636,3.9,2.1
-637,4.0,1.9
-638,2.2,2.1
-639,4.8,1.6
-640,2.1,1.6
-641,3.6,2.2
-642,3.7,1.6
-643,4.6,2.1
-644,7.5,1.6
-644,5.2,1.8
-645,6.5,1.6
-646,8.6,2.3
-647,5.9,1.6
-648,7.4,2.1
-649,9.2,1.5
-650,6.6,1.6
-651,6.9,2.1
-652,7.7,1.6
-653,11.6,2.1
-654,11.7,1.6
-655,9.2,1.5
-656,11.1,2.1
-657,11.4,2.1
-658,13.1,1.6
-659,16.1,1.8
-659,15.0,1.8
-660,11.2,1.5
-661,12.0,2.4
-662,8.5,1.8
-663,7.5,2.1
-664,6.1,1.8
-664,9.0,2.0
-665,2.9,1.5
-666,4.8,2.1
-667,4.4,2.1
-668,6.5,1.8
-669,8.0,1.8
-669,6.1,1.9
-670,7.2,1.9
-671,2.1,2.2
-672,4.7,1.6
-673,5.1,1.6
-674,3.6,1.5
-674,3.1,1.4
-675,6.3,2.3
-676,8.6,1.9
-677,4.7,2.1
-678,7.3,1.6
-679,3.2,2.1
-679,5.6,1.6
-680,9.6,1.5
-681,8.0,1.6
-682,7.2,2.0
-683,6.9,2.1
-684,8.7,1.6
-684,7.9,1.6
-685,8.1,2.1
-686,7.2,2.1
-687,9.7,1.6
-688,9.6,1.9
-689,9.7,2.1
-690,10.2,1.9
-691,10.2,2.1
-692,13.1,1.8
-692,17.1,1.6
-693,11.1,2.4
-694,13.9,2.1
-695,13.9,2.1
-696,12.7,2.1
-697,12.7,1.4
-664,5.3,1.4
-664,4.0,1.5
-674,2.1,1.4
-674,2.7,1.4
-692,11.7,1.4
-692,11.1,1.4
-692,10.2,2.3
-693,14.0,1.5
-693,10.7,2.0
-694,15.3,1.6
-694,10.3,1.5
-695,17.7,2.3
-695,8.0,2.0
-695,9.4,1.5
-696,14.2,1.5
-696,13.7,1.6
-697,14.3,1.4
-697,14.3,1.8
-697,13.1,2.1
-698,13.3,1.6
-698,11.7,1.6
-699,17.0,1.6
-699,16.0,2.2
-700,15.1,1.6
-700,13.2,1.6
-702,15.2,1.8
-702,14.0,2.5
-703,11.0,1.9
-703,10.0,2.1
-703,13.8,2.0
-703,13.4,1.5
-704,13.4,1.6
-704,16.4,1.6
-705,13.4,2.0
-705,10.5,2.3
-706,14.0,1.6
-706,15.5,2.5
-707,16.8,1.8
-707,13.0,2.0
-707,17.2,2.0
-708,15.8,1.6
-708,16.4,1.6
-709,19.5,1.8
-709,15.4,2.1
-709,15.3,2.3
-710,16.5,1.6
-710,18.2,2.2
-711,22.6,1.7
-711,17.8,2.3
-711,15.7,2.0
-712,16.4,1.6
-712,18.4,1.9
-713,20.2,1.8
-713,20.5,2.0
-714,19.8,1.9
-714,20.3,2.3
-715,21.0,1.7
-715,17.0,2.0
-715,16.1,2.2
-715,19.2,1.5
-716,21.1,1.7
-716,14.6,2.1
-717,14.0,2.0
-717,15.5,2.3
-717,12.5,2.0
-718,14.7,1.5
-718,17.3,2.2
-719,15.3,1.8
-719,16.6,2.2
-719,18.2,2.0
-720,16.8,1.6
-720,18.3,1.6
-721,18.7,1.6
-721,17.6,2.0
-722,18.2,1.9
-722,18.5,2.4
-723,19.0,1.8
-723,17.8,2.0
-723,15.1,2.0
-724,17.1,1.6
-724,12.0,1.6
-724,14.1,2.1
-725,17.3,1.6
-725,15.7,2.3
-725,15.7,2.0
-725,16.5,1.8
-726,21.3,1.7
-726,18.1,2.2
-726,20.9,2.3
-727,16.2,1.8
-727,16.9,2.0
-727,19.5,2.2
-728,16.2,1.8
-728,14.2,2.5
-729,16.9,1.8
-729,20.8,2.0
-730,19.8,1.8
-730,21.4,2.3
-731,14.2,1.8
-731,19.6,2.0
-731,17.6,2.0
-732,18.0,1.8
-732,15.1,2.4
-733,17.7,1.6
-733,17.2,2.0
-734,15.2,1.6
-734,17.7,2.2
-735,17.5,1.6
-735,19.0,2.0
-736,16.5,1.8
-736,15.6,2.1
-737,20.6,1.8
-737,17.7,2.0
-738,15.8,2.3
-738,17.5,2.3
-739,14.8,1.6
-739,16.1,2.0
-740,17.5,1.8
-740,20.0,2.2
-740,18.2,1.6
-741,16.1,1.4
-741,18.1,2.0
-741,16.1,1.8
-742,19.2,1.8
-742,20.5,2.2
-742,13.8,1.6
-743,17.4,1.6
-743,11.9,2.1
-743,17.1,2.0
-743,18.1,1.5
-743,20.9,1.7
-744,19.2,2.2
-744,18.2,2.4
-744,19.2,1.5
-745,17.2,2.2
-745,20.5,2.2
-745,16.8,1.6
-746,20.0,2.2
-746,14.9,2.1
-746,17.1,1.9
-747,16.9,2.7
-747,17.2,2.0
-747,15.8,1.8
-748,18.8,2.2
-748,12.4,2.1
-748,16.2,1.6
-749,17.4,2.4
-749,16.7,2.0
-749,17.5,1.6
-750,16.2,2.3
-750,15.3,1.8
-751,16.9,2.2
-751,14.5,1.5
-751,15.4,1.6
-752,16.1,2.2
-752,15.3,1.6
-753,15.8,2.3
-753,17.3,1.6
-753,14.4,1.6
-754,17.8,2.3
-754,15.0,1.8
-755,13.5,2.5
-755,18.0,1.5
-755,13.6,1.6
1077.5,-8.1,3.3
1067.5,-14.4,3.6
1057.5,-7.2,3.2
1047.5,-13.0,3.1
1037.5,-6.5,3.1
1027.5,-16.5,3.1
1017.5,-17.6,2.9
1007.5,-13.1,2.9
997.5,-11.3,3.0
987.5,-11.5,3.0
-1509,6.5,2.1
-1510,10.9,2.1
-1511,10.5,2.1
-1512,11.2,2.0
-1513,13.6,2.1
-1514,14.7,2.0
-1515,10.6,2.1
-1516,11.4,2.1
-1517,11.8,2.1
-1518,8.5,2.1
-1519,11.5,2.0
-1520,10.9,2.1
-1521,4.5,2.0
-1522,12.1,2.1
-1523,7.5,2.1
-1524,11.4,2.1
-1525,12.6,2.0
-1526,14.0,2.1
-1527,11.5,2.0
-1528,17.3,2.2
-1529,13.2,2.0
-1530,13.2,2.0
-1531,10.7,2.0
-1532,10.8,2.0
-1533,8.2,2.0
-1534,10.1,2.0
-1535,7.6,2.1
-1536,11.5,2.0
-1537,8.7,2.1
-1538,9.3,2.1
-1539,9.7,2.3
-1540,9.9,2.1
-1541,9.8,2.1
-1542,10.8,2.1
-1543,12.8,2.1
-1544,13.6,2.3
-1545,9.2,2.1
-1546,13.2,2.3
-1547,7.4,2.1
-1548,6.1,2.1
-1549,9.4,2.0
-1550,10.9,2.4
-1551,9.9,2.1
-1552,7.4,2.1
-1554,8.1,2.1
-1555,14.5,2.3
-1556,14.3,2.1
-1557,9.9,2.3
-1558,16.0,2.4
-1559,9.2,2.4
-1560,11.7,2.1
-1561,12.5,2.1
-1562,7.3,2.1
-1563,10.2,2.3
-1564,14.1,2.1
-1565,10.6,2.0
-1566,10.6,2.1
-1567,12.2,2.1
-1568,12.0,2.3
-1569,10.8,2.1
-1570,9.1,2.1
-1571,9.4,2.1
-1572,10.9,2.1
-1573,11.2,2.3
-1574,12.1,2.1
-1575,9.1,2.3
-1576,16.0,2.2
-1577,11.6,2.1
-1578,12.6,2.3
-1579,14.6,2.1
-1580,15.3,2.1
-1581,18.2,2.0
-1582,15.1,2.1
-1583,16.2,2.2
-1584,16.1,2.5
-1585,17.1,2.5
-1586,14.1,2.5
-1587,17.6,2.0
-1588,14.7,2.0
-1589,14.9,3.0
-1590,14.9,2.0
-1591,20.9,2.5
-1592,16.2,2.2
-1593,17.7,2.5
-1594,18.7,2.0
-1595,16.7,2.7
-1596,16.7,2.8
-1597,15.7,2.8
-1598,13.4,2.6
-1599,15.3,2.8
-1600,15.1,2.5
-1601,16.5,2.5
-1602,15.3,2.5
-1603,19.1,2.5
-1604,13.4,2.4
-1605,18.4,2.5
-1606,19.3,2.0
-1607,18.4,2.5
-1608,18.7,2.0
-1609,14.1,2.5
-1610,15.5,2.1
-1611,12.6,2.5
-1612,15.9,2.0
-1613,14.2,2.5
-1614,19.0,2.0
-1615,16.9,2.4
-1616,14.2,2.0
-1617,13.6,2.4
-1618,16.2,2.0
-1619,16.2,2.4
-1620,14.3,2.0
-1621,16.2,2.5
-1622,13.5,2.0
-1623,12.8,2.5
-1624,11.1,2.0
460,-14.1,2.6
459,-15.0,2.6
458,-19.0,2.6
457,-12.5,2.5
456,-14.6,2.5
455,-14.7,2.5
454,-15.5,2.5
453,-12.2,2.3
452,-22.2,2.3
451,-13.8,2.5
450,-13.9,2.5
449,-14.1,2.5
448,-13.0,2.5
447,-13.2,2.5
446,-13.3,2.3
445,-12.2,2.3
444,-13.1,2.3
443,-13.5,2.5
442,-17.8,2.3
441,-18.8,2.2
440,-15.6,2.3
439,-10.4,2.5
438,-11.8,2.3
437,-15.7,2.3
436,-10.5,2.2
435,-17.0,2.2
434,-19.1,2.2
433,-15.3,2.2
432,-17.9,2.3
431,-14.0,2.2
430,-20.1,2.2
429,-17.6,2.2
428,-14.1,2.2
427,-14.6,2.2
426,-18.1,2.2
425,-16.3,2.2
424,-14.6,2.2
423,-16.2,2.2
422,-19.1,2.2
421,-16.6,2.2
420,-15.5,2.2
419,-14.0,2.2
418,-19.1,2.2
417,-16.8,2.2
416,-20.0,2.2
415,-18.5,2.1
414,-20.3,2.6
413,-25.9,2.3
412,-20.9,2.6
411,-18.8,2.6
410,-20.0,2.1
409,-18.0,2.1
408,-23.4,2.1
407,-24.8,2.1
406,-18.8,2.2
405,-23.6,2.1
404,-21.5,2.2
403,-23.2,2.2
402,-26.6,2.1
401,-25.2,2.2
400,-26.1,2.1
399,-22.0,2.4
398,-27.2,2.3
397,-21.3,2.4
396,-23.0,2.3
395,-20.8,2.3
394,-24.1,2.4
393,-26.7,2.3
392,-22.2,2.4
391,-25.3,2.3
390,-23.1,2.4
389,-21.4,2.4
388,-22.8,2.3
387,-23.3,2.3
386,-18.8,2.3
385,-19.4,2.3
384,-22.2,2.3
383,-19.8,2.4
382,-18.9,2.3
381,-21.8,2.4
380,-22.1,2.3
379,-21.5,2.3
378,-23.2,2.3
377,-23.6,2.3
376,-20.8,2.3
375,-20.1,2.3
374,-14.9,2.6
373,-22.8,2.3
372,-20.5,2.3
371,-24.5,2.3
370,-21.9,2.3
369,-20.3,2.3
368,-19.0,2.3
367,-20.5,2.4
366,-17.9,2.3
365,-17.7,2.4
364,-20.6,2.3
363,-19.9,2.4
362,-16.3,2.4
361,-22.5,2.3
360,-23.2,2.3
359,-24.6,2.3
358,-22.4,2.2
357,-17.5,2.2
356,-23.3,2.3
355,-20.3,2.2
354,-17.7,2.2
353,-16.8,2.3
352,-20.1,2.3
351,-17.7,2.4
350,-21.0,2.3
347,-20.4,2.2
346,-25.0,2.1
345,-23.2,2.3
344,-25.5,2.2
343,-21.7,2.1
342,-15.6,2.2
341,-23.3,2.2
340,-17.2,2.6
339,-17.6,2.2
338,-21.7,2.1
337,-24.7,2.1
335,-22.0,2.1
334,-22.5,2.1
333,-23.9,2.1
332,-18.8,2.1
330,-14.6,2.5
329,-20.8,2.2
327,-16.0,2.2
326,-22.6,2.1
325,-23.7,2.2
324,-26.2,2.1
323,-24.5,2.1
322,-24.6,2.1
321,-23.1,2.1
320,-21.2,2.1
319,-19.4,2.1
318,-19.7,2.2
317,-24.5,2.2
316,-24.0,2.2
315,-22.9,2.2
314,-23.8,2.3
313,-24.0,2.2
312,-23.4,2.2
311,-23.2,2.2
310,-19.6,2.3
309,-21.6,2.1
306,-22.2,2.2
305,-23.1,2.2
304,-22.2,2.1
303,-24.3,2.2
302,-24.2,2.2
301,-24.8,2.1
300,-23.0,2.1
299,-18.9,2.6
298,-22.2,2.9
297,-20.9,2.6
296,-22.0,2.6
295,-22.1,2.6
294,-19.2,2.6
293,-19.0,2.6
292,-19.2,2.7
291,-21.9,2.6
290,-23.1,2.4
486,-17.8,1.5
485,-18.1,1.6
484,-20.3,1.7
483,-18.4,1.6
482,-17.7,1.6
481,-15.9,1.7
480,-17.2,1.6
479,-18.9,1.7
478,-21.7,1.5
477,-19.4,1.6
476,-20.4,1.6
474,-18.3,1.7
473,-22.4,1.6
472,-20.4,1.7
471,-18.7,1.6
470,-19.3,1.6
469,-17.6,2.0
468,-17.9,1.8
467,-16.4,1.8
466,-19.0,2.0
465,-15.7,1.8
464,-19.1,1.8
463,-20.5,1.8
462,-19.0,1.8
461,-17.9,1.8
460,-16.2,2.0
459,-16.3,1.8
458,-15.5,1.8
457,-14.9,1.8
456,-17.9,1.8
455,-19.3,1.8
454,-16.2,1.8
453,-15.8,1.8
452,-17.6,1.8
451,-14.7,1.8
450,-18.1,1.8
449,-18.2,2.0
448,-15.9,1.8
447,-13.9,1.8
446,-11.1,1.8
445,-15.0,1.8
444,-12.4,1.8
442,-14.0,1.8
441,-13.7,1.8
440,-14.5,2.2
439,-13.4,2.2
438,-17.1,2.2
437,-16.6,2.2
436,-14.6,2.2
435,-13.7,2.2
434,-14.6,2.2
433,-18.1,2.2
432,-15.9,2.1
431,-16.2,2.1
430,-15.9,2.2
429,-12.7,2.2
428,-16.8,2.4
427,-17.5,2.2
426,-17.9,2.2
425,-18.9,2.2
424,-15.3,2.2
423,-15.6,2.2
422,-21.3,2.2
421,-18.3,2.2
420,-15.3,2.2
419,-14.5,2.3
418,-17.6,2.2
417,-19.9,2.3
416,-19.5,2.2
415,-20.0,2.2
414,-17.9,2.3
413,-22.8,2.2
412,-20.5,2.2
411,-22.6,2.2
410,-19.9,2.1
409,-21.7,2.1
408,-17.8,2.1
407,-19.6,2.0
406,-19.3,2.1
405,-23.8,2.1
404,-20.4,2.1
403,-24.4,2.1
402,-23.2,2.1
401,-23.7,2.1
400,-21.0,2.1
399,-23.1,2.1
398,-25.5,1.9
397,-22.0,2.1
396,-19.6,2.1
393,-21.7,2.1
392,-19.4,2.1
391,-20.1,2.1
390,-26.3,2.1
389,-23.3,2.1
388,-21.9,2.1
387,-23.5,2.1
386,-21.6,2.1
384,-22.2,2.1
383,-18.2,2.1
382,-19.5,2.1
784,-6.0,2.4
783,-12.6,2.2
781,-15.0,2.2
780,-2.5,2.7
779,-1.9,2.7
778,-1.6,2.9
777,6.7,2.9
776,1.2,2.7
775,-5.0,2.8
774,-18.3,2.8
773,-22.3,2.4
772,-17.2,2.6
771,-15.6,2.2
770,-18.8,2.2
769,-20.7,2.3
768,-15.1,2.3
767,-18.6,2.2
766,-22.2,2.1
765,-15.6,2.2
764,-18.1,2.1
763,-18.9,2.2
762,-19.4,2.0
761,-16.9,2.2
760,-17.8,2.2
1525,14.5,3.4
1524,14.0,2.7
1523,10.5,3.8
1522,13.4,2.8
1521,12.0,1.9
1520,12.0,2.8
1519,6.6,3.4
1518,11.7,2.9
1515,10.2,1.9
1514,8.7,2.8
1513,15.8,2.5
1512,15.3,2.9
1511,9.2,2.9
1510,11.6,2.4
1509,10.2,2.0
1506,5.0,3.5
1505,12.1,2.4
1504,9.4,3.1
1503,10.4,2.0
1502,15.7,3.3
1500,7.0,3.5
1499,11.3,3.0
1498,11.7,2.6
1497,13.1,1.9
1495,15.8,2.9
1493,10.5,3.3
1492,7.3,2.4
1490,9.1,2.5
1489,4.5,4.1
1486,10.0,2.4
1485,12.6,2.3
1484,9.7,2.4
1483,13.4,2.5
1482,17.9,3.5
1481,7.7,2.8
1480,13.1,2.8
1479,11.9,2.0
1478,8.7,3.0
1477,14.0,3.3
1476,13.7,2.9
1475,11.0,2.5
1471,14.6,2.8
1470,13.8,3.8
1469,8.6,3.3
1468,11.9,2.5
1467,7.5,1.9
1466,8.7,3.1
1465,7.3,2.4
1463,11.9,2.4
1462,12.2,2.4
1461,11.3,2.0
1460,13.1,2.5
1459,9.9,3.3
1457,8.0,2.4
1456,10.4,3.0
1455,8.0,2.4
1454,7.7,2.3
1453,5.2,2.5
1452,1.4,3.5
1451,8.7,3.9
1450,6.9,2.4
1449,8.2,2.0
1448,6.7,3.4
1447,2.0,3.4
1446,-3.6,2.7
1445,4.6,3.8
1444,7.1,2.3
1443,4.3,2.0
1442,2.2,2.5
1441,5.3,2.5
1440,6.8,2.6
1438,6.2,2.5
1437,4.3,1.9
1436,4.4,2.4
1435,9.9,2.9
1434,6.8,3.5
1433,1.4,2.5
1432,2.8,2.4
1578,2.1,1.9
1577,0.9,3.0
1573,4.7,2.5
1571,2.4,2.0
1570,6.9,1.4
1569,6.6,2.5
1568,6.0,1.3
1566,8.6,1.6
1565,8.1,2.8
1563,4.1,2.4
1562,5.6,1.4
1561,8.0,1.8
1560,2.9,1.7
1558,11.4,1.5
1557,10.5,2.8
1556,8.4,1.9
1555,5.8,2.6
1553,5.7,2.6
1552,7.8,1.4
1551,15.0,2.9
1550,8.7,1.3
1549,16.0,2.0
1548,13.1,1.9
1547,13.2,2.3
1545,6.9,2.6
1544,7.8,1.4
1543,8.1,2.5
1542,13.0,1.6
1540,12.8,2.5
1539,13.2,2.4
1538,9.0,1.4
1537,14.2,2.7
1536,9.8,1.8
1535,18.9,3.3
1534,15.7,1.6
1533,14.7,2.4
1532,17.1,1.5
1531,8.4,3.1
1530,11.4,1.4
1529,13.0,2.1
1528,17.1,1.4
1527,12.5,1.4
1526,7.2,1.4
1525,10.9,2.3
1524,7.6,2.6
1523,8.2,2.1
1522,8.9,2.8
1520,12.3,2.3
1519,8.9,2.4
1518,9.1,3.0
1517,8.8,3.0
1516,6.8,2.5
1515,9.7,2.4
1514,12.0,2.1
1513,11.5,2.3
1512,8.0,2.4
1511,8.1,3.0
1510,6.7,2.5
1509,13.4,1.9
1508,11.2,1.8
1507,10.4,2.6
1506,11.4,1.9
1505,6.7,2.3
1504,11.7,2.9
1503,13.8,1.9
1502,9.5,1.9
1501,6.5,1.5
1500,12.3,1.6
1499,6.4,2.8
1498,11.3,2.0
1497,11.4,2.1
1496,8.0,1.8
1495,4.3,2.1
1494,10.9,1.8
1493,5.0,2.4
1492,7.0,2.9
1491,6.4,2.3
1490,10.1,1.6
1489,11.6,2.3
1488,5.7,2.1
1487,5.5,2.3
1486,11.1,1.4
1485,9.4,1.4
1484,12.1,2.1
1483,5.5,2.3
1482,11.2,1.5
1481,11.7,1.4
1480,9.1,2.1
1479,8.5,2.4
1478,7.2,2.1
1477,10.3,2.1
1476,6.3,2.1
1475,4.4,2.3
1474,8.1,2.9
1473,6.1,2.1
1472,6.1,2.1
1471,7.6,2.4
1470,3.4,2.1
1469,12.1,0.9
1468,11.8,2.8
1467,10.2,2.3
1466,0.0,2.6
1465,8.2,2.3
1464,7.0,2.1
1463,7.3,2.3
1462,9.8,2.3
1461,14.1,2.1
1460,11.3,2.3
1459,7.9,2.4
1458,11.0,2.3
1457,6.1,2.3
1456,12.4,2.3
1455,4.5,2.1
1454,7.7,2.5
1453,0.2,2.9
1452,4.6,2.1
1450,7.6,2.6
1449,6.0,2.1
1448,10.5,2.4
1447,0.3,2.2
1444,7.5,2.3
1442,2.1,2.4
1441,3.7,2.1
1440,3.3,2.1
1439,6.3,2.4
1438,3.1,2.4
1435,1.8,2.4
1434,-3.6,2.7
1433,-1.6,3.6
1432,0.0,3.2
1006,-7.4,2.5
1005,-11.8,2.7
1004,-11.7,2.5
1003,-12.0,2.5
1002,-11.5,2.8
1001,-11.4,3.0
1000,-12.7,2.5
999,-12.6,2.6
998,-13.6,2.7
998,-12.5,2.2
997,-13.8,2.5
997,-10.9,2.8
996,-8.8,2.3
996,-12.2,2.3
995,-11.5,2.3
995,-9.8,2.5
994,-9.7,2.3
994,-20.2,2.6
993,-20.1,2.4
993,-26.7,2.3
992,-21.1,2.3
992,-23.5,2.9
991,-17.7,2.3
991,-10.9,2.6
990,-19.4,2.4
989,-16.3,2.4
988,-24.7,2.3
987,-19.4,2.3
986,-19.4,2.6
985,-18.2,2.6
984,-17.8,2.4
983,-20.0,2.9
982,-13.4,2.5
981,-22.2,2.7
980,-13.0,2.3
790,-11.9,2.3
789,-9.4,1.7
788,-6.2,1.6
787,-3.8,2.4
784,-1.9,4.1
783,-0.9,1.9
782,-3.7,2.5
781,-3.0,3.2
780,-7.2,3.2
779,-2.1,2.4
778,5.2,3.0
777,3.3,2.2
776,0.7,1.9
775,3.3,1.7
774,-7.0,2.0
773,-21.0,2.4
772,-18.7,1.6
771,-15.5,2.7
770,-18.7,2.1
769,-15.7,2.3
768,-16.5,2.0
767,-24.9,1.7
766,-14.8,2.8
765,-18.1,2.4
764,-14.2,1.7
763,-13.9,2.1
762,-17.3,1.8
761,-15.9,2.6
760,-13.2,2.8
759,-13.6,2.5
758,-19.1,1.1
756,-19.4,1.8
755,-19.8,0.9
754,-18.6,1.3
752,-17.0,1.3
750,-18.0,2.0
748,-17.2,1.3
746,-14.2,1.2
744,-16.3,1.3
742,-13.1,2.2
740,-15.1,1.5
738,-13.3,1.5
736,-11.9,1.4
734,-11.6,1.5
732,-13.3,1.2
730,-15.1,2.2
728,-11.5,2.1
726,-6.3,1.4
724,-9.0,1.9
722,-6.7,1.5
720,-6.7,2.0
718,-7.3,1.4
716,-5.8,1.4
714,-9.5,1.4
712,-7.7,1.4
710,-2.7,1.4
708,-0.9,1.4
706,-7.0,1.2
704,-10.7,1.4
702,-10.1,1.4
701,-9.0,1.9
700,-7.6,2.2
699,-6.0,2.0
698,-11.8,1.7
697,-10.9,2.0
696,-2.3,1.5
695,-12.3,2.1
694,-6.5,1.4
693,-7.8,1.9
692,-4.9,1.5
990,-9.3,3.1
989,-20.7,2.2
987,-17.9,1.5
985,-16.0,1.5
983,-18.4,1.8
981,-22.2,1.8
979,-16.4,1.7
978,-17.6,2.7
976,-19.8,1.5
974,-18.9,1.5
972,-18.1,1.3
970,-18.8,2.7
969,-20.3,3.0
968,-19.7,1.6
967,-15.3,2.3
966,-15.5,2.7
1057,-7.3,1.1
1055,-1.5,1.5
1053,-6.9,1.1
1051,-5.9,1.4
1049,-8.7,1.5
1048,-7.4,1.9
1047,-8.1,2.0
1045,-11.6,1.1
1043,-6.8,1.2
1041,-3.2,1.5
1039,-5.9,1.4
1037,-10.4,1.5
1035,-10.0,1.6
1033,-9.5,1.4
1031,-12.5,1.2
1029,-10.8,1.6
1027,-14.1,1.4
1025,-12.8,1.8
1023,-13.4,1.1
1021,-13.9,2.5
1020,-22.3,1.8
1019,-13.6,1.4
1018,-17.1,2.0
1017,-15.1,1.5
1016,-19.8,1.5
1015,-15.1,2.0
1014,-12.3,2.1
1013,-11.8,2.3
1012,-16.7,1.8
1011,-18.8,1.8
1010,-17.2,1.3
-1584,19.5,2.7
-1585,17.0,2.5
-1586,20.3,2.5
-1587,18.7,2.9
-1591,16.6,2.7
-1592,19.9,3.0
-1594,26.1,2.7
-1595,18.2,3.5
-1596,19.6,2.5
-1597,14.5,2.8
-1598,15.1,2.5
-1599,18.7,2.7
-1600,14.5,2.5
-1601,21.0,2.7
-1602,21.6,2.7
-1603,22.4,2.7
-1604,19.6,2.5
-1605,17.9,2.7
-1606,21.2,2.5
-1607,20.1,3.3
-1608,18.3,2.5
-1609,20.9,2.8
-1610,22.1,2.7
-1611,15.9,2.5
-1613,17.4,2.7
-1614,17.5,2.7
-1615,15.3,2.5
-1616,11.8,2.9
-1617,11.3,3.4
-1618,19.3,2.8
-1619,15.2,2.5
-1620,12.3,3.5
-1621,18.2,3.3
-1622,12.8,2.6
-1623,19.0,3.2
-1624,14.2,3.3
1415,0.6,1.7
1405,-2.4,1.2
1395,-7.6,1.4
1385,-11.5,1.4
1375,-11.8,1.6
1365,-7.5,1.4
1355,-2.7,1.5
1345,1.0,1.6
1335,4.3,1.6
1325,2.7,1.6
1317,-2.0,1.6
1745.5,-0.8,1.1
1734.5,7.0,1.1
1724.5,11.5,1.1
